,HomeOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,TotalChildren,YearlyIncome,AvgMonthSpend,City_n,Education_n,Occupation_n,Gender_n,MaritalStatus_n,BikeBuyer
2945,0,2,0,0,83690,50.41,5,1,0,0,0,0
2946,1,1,0,2,51828,54.46,8,2,1,0,0,1
2947,1,1,0,0,54395,48.78,43,2,1,1,1,0
2948,0,1,0,0,26411,49.53,138,2,2,0,1,0
2949,0,1,0,0,81560,54.21,62,4,0,1,1,0
2950,1,0,0,2,35332,53.48,136,0,2,0,0,1
2951,0,1,1,1,36087,48.87,19,2,2,1,0,1
2952,1,2,0,2,108030,52.3,120,4,3,0,0,0
2953,1,0,1,2,59429,56.79,82,1,1,0,0,1
2954,0,0,0,0,29059,45.56,28,3,2,1,1,0
2955,1,2,0,0,76346,52.36,29,2,0,1,1,0
2956,0,0,0,0,33133,48.78,68,1,2,0,1,1
2957,1,1,0,0,111558,53.1,200,1,3,1,1,0
2958,0,0,0,0,30706,47.39,96,1,2,1,1,1
2959,0,1,0,0,77306,58.14,180,4,0,0,1,0
2960,0,2,0,0,77135,51.09,157,4,0,1,1,1
2961,1,3,1,2,79055,51.74,101,1,0,0,0,1
2962,1,1,1,2,30879,47.04,8,2,2,1,0,1
2963,1,2,1,2,104276,52.21,30,4,3,0,0,1
2964,0,0,0,0,84173,52.86,154,1,0,0,1,1
2965,1,1,1,2,106656,50.68,80,0,3,1,0,0
2966,0,2,0,0,81964,49.74,62,1,0,0,1,0
2967,1,3,1,2,102558,54.87,99,4,3,0,0,1
2968,1,2,1,2,102329,51.94,40,0,3,1,0,1
2969,1,0,0,1,35573,49.1,208,1,2,1,1,0
2970,1,2,0,2,136161,52.76,161,0,4,0,0,0
2971,0,1,0,0,52005,50.52,128,4,1,1,1,0
2972,0,1,0,0,108365,54.73,78,1,3,1,1,0
2973,1,0,0,2,85737,51.04,153,1,0,1,0,1
2974,1,1,2,2,56996,49.66,199,1,1,1,0,1
2975,0,0,0,2,55348,48.56,88,1,1,1,0,0
2976,0,0,0,0,53401,48.65,173,3,1,1,1,1
2977,1,1,0,2,52138,53.11,93,0,1,0,0,0
2978,1,2,0,1,84325,50.26,112,4,0,1,0,1
2979,1,1,0,0,31618,48.28,17,1,2,1,1,0
2980,1,1,1,2,29840,46.03,91,1,2,1,0,0
2981,0,1,1,1,59670,50.59,35,0,1,0,0,1
2982,1,0,1,2,78048,58.66,52,4,0,0,0,1
2983,1,1,1,2,61950,48.64,190,0,1,1,0,1
2984,1,4,0,1,103673,51.82,70,4,3,1,0,1
2985,1,3,0,2,106073,56.51,39,0,3,0,0,0
2986,1,3,1,1,84002,60.75,65,0,0,0,0,1
2987,0,2,0,0,84591,51.35,68,4,0,1,1,0
2988,1,3,0,2,85002,51.04,140,0,0,1,0,1
2989,0,1,0,0,59045,50.04,193,1,1,0,1,0
2990,0,0,0,0,27721,53.89,28,4,2,0,1,0
2991,1,2,0,2,136872,51.97,112,4,4,0,0,0
2992,1,1,0,2,29129,48.43,177,2,2,0,0,0
2993,1,1,0,1,30808,45.37,125,2,2,0,1,0
2994,0,1,0,1,28970,46.19,7,3,2,1,0,0
2995,1,1,0,1,62027,52.44,119,1,1,0,0,0
2996,1,0,0,2,33882,50.24,14,1,2,0,0,0
2997,0,2,0,0,80988,58.98,200,0,0,0,1,1
2998,0,2,0,0,60608,50.93,146,1,1,1,1,1
2999,0,1,0,0,55003,49.43,182,2,1,1,1,0
3000,0,3,0,0,78926,51.65,100,1,0,1,1,1
3001,1,0,0,1,34141,48.39,112,0,2,0,1,1
3002,1,1,1,2,50947,51.25,71,0,1,1,0,1
3003,1,1,1,2,30131,49.48,84,3,2,0,0,0
3004,0,1,0,0,54409,49.09,142,0,1,0,0,0
3005,0,0,0,2,54414,48.46,69,0,1,1,0,0
3006,1,3,1,2,108126,53.8,117,4,3,0,0,1
3007,0,1,2,2,30729,49.4,80,4,2,0,0,1
3008,1,1,0,0,138197,54.15,97,4,4,0,1,1
3009,0,1,0,0,52156,48.49,165,1,1,1,0,0
3010,0,0,1,1,28895,48.7,59,3,2,1,0,0
3011,1,3,0,0,132730,52.34,101,0,4,1,1,1
3012,0,1,0,0,81368,50.57,56,1,0,1,1,0
3013,1,3,0,1,82339,49.78,68,1,0,1,0,1
3014,0,1,0,0,86264,50.83,23,2,0,1,1,0
3015,0,1,0,0,32212,46.53,169,2,2,1,0,0
3016,1,2,1,1,52288,48.5,52,0,1,0,1,1
3017,1,2,1,2,87167,58.78,210,1,0,0,0,1
3018,1,2,0,0,106622,56.26,90,0,3,0,0,0
3019,0,1,0,1,56369,48.94,93,0,1,1,0,0
3020,1,2,0,1,59830,51.84,83,0,1,0,0,0
3021,1,1,0,0,136429,57.13,86,4,4,1,1,0
3022,1,0,1,2,52032,50.32,225,1,1,0,0,1
3023,1,0,1,2,29745,55.64,202,3,2,0,0,0
3024,0,1,0,0,106744,53.48,80,1,3,0,1,0
3025,1,0,0,0,128080,53.21,13,4,4,1,1,1
3026,0,1,0,0,31810,52.07,39,2,2,0,1,0
3027,1,3,1,1,113404,51.7,126,0,3,0,1,1
3028,1,2,0,0,80757,50.41,85,0,0,1,1,1
3029,1,3,0,1,138895,53.56,180,4,4,0,1,1
3030,1,0,0,0,25716,47.43,149,3,2,1,1,0
3031,0,1,0,0,36010,46.26,169,2,2,0,1,0
3032,1,1,0,1,133346,52.44,169,4,4,0,0,0
3033,1,2,2,2,56546,52.57,164,2,1,1,0,1
3034,1,1,1,2,53456,51.58,47,2,1,0,0,0
3035,1,0,1,1,87051,52.52,149,4,0,1,0,1
3036,1,2,1,2,55325,54.0,146,1,1,0,0,1
3037,1,1,1,2,132848,53.0,66,0,4,0,0,1
3038,1,3,1,2,80641,58.36,150,2,0,0,0,1
3039,1,2,0,0,109609,60.47,120,0,3,0,0,0
3040,1,2,0,2,55949,48.52,79,3,1,1,0,1
3041,1,1,1,2,58918,49.58,197,2,1,1,0,1
3042,1,2,1,2,106100,52.69,96,1,3,1,0,1
3043,0,0,0,0,53864,51.91,190,0,1,1,1,0
3044,1,3,0,0,109485,53.2,101,0,3,0,1,1
3045,0,0,0,0,32120,46.62,162,3,2,0,1,0
3046,1,3,1,2,136084,56.03,139,0,4,1,0,1
3047,0,0,0,0,34164,49.95,186,3,2,1,1,0
3048,1,1,1,2,26675,49.25,44,1,2,1,0,0
3049,1,2,0,2,127768,54.26,73,0,4,0,0,1
3050,1,1,1,2,32621,54.99,18,1,2,0,0,1
3051,0,0,0,0,53458,51.0,14,2,1,1,1,0
3052,1,2,0,2,138046,51.8,117,0,4,0,0,0
3053,1,0,1,1,27984,45.13,99,0,2,0,0,0
3054,1,0,2,2,31260,48.92,80,4,2,1,0,1
3055,0,1,1,2,57683,49.49,72,4,1,1,0,1
3056,1,1,1,1,53581,56.56,158,1,1,0,0,1
3057,1,2,2,2,51565,51.8,102,2,1,0,0,1
3058,0,2,0,0,86597,53.18,210,2,0,0,1,1
3059,1,2,1,2,53434,51.89,42,4,1,1,0,1
3060,1,1,0,0,76493,50.4,94,2,0,1,1,0
3061,1,1,1,2,26685,50.34,99,2,2,0,0,0
3062,1,1,1,1,30144,55.68,97,1,2,0,0,1
3063,1,0,0,0,102836,52.71,192,1,3,1,1,0
3064,1,2,0,0,54666,51.03,95,1,1,1,1,0
3065,1,1,1,2,82702,53.06,81,4,0,1,0,0
3066,0,1,0,0,59540,48.29,60,0,1,0,1,1
3067,0,0,0,0,29076,45.41,161,3,2,1,1,0
3068,0,3,0,0,77626,50.01,22,1,0,0,1,0
3069,1,3,0,1,80810,50.12,123,0,0,0,0,0
3070,1,2,0,0,80907,53.67,14,2,0,1,1,1
3071,1,0,0,2,51410,49.72,129,3,1,0,0,0
3072,1,2,2,2,109823,51.1,39,1,3,1,0,1
3073,1,0,0,2,30757,45.92,122,3,2,1,0,0
3074,1,2,0,1,78233,49.9,61,2,0,1,1,0
3075,0,1,0,0,28355,47.59,5,0,2,1,1,0
3076,1,1,1,2,106671,53.87,19,0,3,1,0,1
3077,0,1,1,2,54436,51.32,167,1,1,0,0,1
3078,0,0,0,0,30137,44.94,19,2,2,0,1,1
3079,0,0,0,0,31409,51.5,11,0,2,0,1,1
3080,1,1,0,2,54880,48.42,50,3,1,1,0,0
3081,0,0,0,0,36762,46.94,112,2,2,0,0,1
3082,1,1,1,1,109329,51.09,1,1,3,1,0,1
3083,1,2,1,1,61355,56.5,31,3,1,0,0,1
3084,1,1,1,2,60993,62.54,5,4,1,0,0,1
3085,1,1,1,1,107531,55.85,191,1,3,0,0,1
3086,0,1,0,0,55420,48.69,192,3,1,1,0,0
3087,1,2,1,2,53868,57.96,44,2,1,0,0,1
3088,1,0,0,0,57041,49.2,39,1,1,1,1,0
3089,0,0,0,0,30373,46.65,83,3,2,1,1,0
3090,0,1,0,0,31875,50.02,133,1,2,0,1,0
3091,1,3,1,2,78941,51.21,102,0,0,1,0,1
3092,0,0,0,0,27257,56.65,60,1,2,0,1,0
3093,1,3,0,2,84915,50.9,115,2,0,0,0,0
3094,0,1,0,0,85390,51.64,11,1,0,1,1,0
3095,0,1,0,0,57813,49.31,30,0,1,0,1,0
3096,1,1,1,1,53439,57.52,111,4,1,0,0,0
3097,1,1,1,1,86250,55.46,162,2,0,0,0,1
3098,0,2,0,0,105578,51.95,112,4,3,1,1,0
3099,0,2,0,0,77905,53.41,5,0,0,1,1,0
3100,0,1,0,0,61847,53.08,22,0,1,0,1,0
3101,0,3,0,0,86062,54.61,21,1,0,1,1,1
3102,1,1,0,2,86032,59.65,44,0,0,0,0,1
3103,0,0,0,0,25715,45.98,47,1,2,1,1,0
3104,1,2,0,0,111971,51.84,31,1,3,1,1,1
3105,0,0,0,0,87743,53.49,34,2,0,0,1,0
3106,0,1,0,0,28268,48.23,177,1,2,1,1,0
3107,1,2,0,2,104246,55.58,151,1,3,0,0,1
3108,0,2,0,0,52500,52.6,170,0,1,0,1,1
3109,1,1,0,0,83857,50.6,115,2,0,1,1,0
3110,0,1,0,0,36072,47.65,25,2,2,1,1,0
3111,1,2,0,0,132013,55.84,37,0,4,0,1,1
3112,0,1,0,0,28362,46.98,100,4,2,0,1,0
3113,1,2,0,0,53586,50.04,71,2,1,0,1,1
3114,0,1,1,1,60816,52.16,110,0,1,1,0,1
3115,0,0,1,1,34005,50.08,39,1,2,0,0,1
3116,1,1,1,2,36925,59.44,161,4,2,0,0,1
3117,1,2,0,2,62749,49.48,123,4,1,0,0,1
3118,0,1,0,0,56607,50.21,148,3,1,0,1,1
3119,0,1,0,0,29210,45.57,226,1,2,0,1,0
3120,1,3,0,0,103737,59.17,0,0,3,0,1,0
3121,1,1,1,2,86749,53.35,54,4,0,1,0,1
3122,0,1,0,0,83843,49.81,15,1,0,1,0,0
3123,0,2,0,1,60674,49.23,19,1,1,0,0,0
3124,0,2,0,0,104175,51.77,70,4,3,1,1,1
3125,0,0,0,0,60389,48.84,48,1,1,0,1,1
3126,0,1,0,0,32636,47.3,20,0,2,1,1,0
3127,0,1,0,0,52341,49.02,82,3,1,0,1,0
3128,0,0,0,0,77538,53.15,103,2,0,0,1,0
3129,0,1,0,0,80678,53.9,46,2,0,1,1,0
3130,0,1,0,0,30462,46.18,69,2,2,0,0,0
3131,0,1,0,0,34094,46.25,37,0,2,1,1,0
3132,1,0,1,2,56899,56.5,96,2,1,0,0,1
3133,1,0,0,1,54059,50.08,65,2,1,0,1,1
3134,1,1,0,2,27261,50.6,108,1,2,0,0,0
3135,1,1,0,2,55990,57.74,200,1,1,0,0,0
3136,1,3,0,2,102780,51.02,146,0,3,1,0,0
3137,1,0,1,2,27646,46.35,98,2,2,1,0,0
3138,1,1,1,1,102062,55.22,131,0,3,1,0,1
3139,0,1,0,0,32873,46.08,200,2,2,0,1,0
3140,1,2,0,0,81239,54.07,144,1,0,1,1,1
3141,0,0,0,0,27670,45.1,23,2,2,1,1,0
3142,1,2,0,0,102139,51.12,43,0,3,1,0,1
3143,0,2,0,0,61401,53.05,178,1,1,0,1,1
3144,1,2,0,0,129805,56.32,13,4,4,0,1,1
3145,0,0,0,0,54235,50.35,13,2,1,0,1,1
3146,1,0,0,1,109045,50.95,225,0,3,0,0,0
3147,0,2,0,0,53207,51.95,87,2,1,1,1,0
3148,1,2,0,0,87067,60.79,128,1,0,0,1,1
3149,0,1,0,0,82397,51.14,60,2,0,1,1,0
3150,1,3,0,0,103333,53.0,65,4,3,1,1,1
3151,1,0,0,1,80389,49.57,149,4,0,1,0,0
3152,0,1,0,0,78116,50.85,120,0,0,0,1,0
3153,1,1,0,3,82786,49.86,124,0,0,1,0,0
3154,0,0,0,0,34275,50.99,77,3,2,0,1,0
3155,1,1,0,2,56098,50.17,117,2,1,0,0,0
3156,1,2,1,2,53559,47.81,5,1,1,1,0,1
3157,0,3,0,0,85442,51.99,200,2,0,1,1,0
3158,0,0,0,0,31265,45.24,65,2,2,0,0,0
3159,0,0,0,0,112390,55.08,25,0,3,1,1,1
3160,1,2,0,0,103909,61.57,58,4,3,0,1,1
3161,1,3,1,2,79217,49.25,138,0,0,0,0,1
3162,0,0,0,0,36439,47.62,59,2,2,0,1,1
3163,1,0,0,2,86206,49.9,165,1,0,1,0,0
3164,1,1,0,3,53804,47.86,29,0,1,0,0,0
3165,1,3,1,2,77195,53.75,2,1,0,1,0,1
3166,1,3,0,0,77288,57.72,67,1,0,0,1,1
3167,1,1,0,1,59629,55.48,13,1,1,0,0,0
3168,1,1,0,0,80865,53.82,191,1,0,0,1,0
3169,1,0,1,2,53686,50.42,72,3,1,0,0,1
3170,0,1,0,0,53060,48.32,205,3,1,1,1,0
3171,0,1,0,0,26668,49.45,9,3,2,1,1,0
3172,0,0,0,0,80583,54.48,92,0,0,0,1,1
3173,1,0,1,1,61178,50.33,93,3,1,1,1,1
3174,1,1,1,2,58120,49.67,94,2,1,1,0,1
3175,0,1,0,0,51591,50.78,192,2,1,1,1,0
3176,1,1,0,1,108009,53.1,161,1,3,0,0,0
3177,0,1,0,0,58638,49.81,42,0,1,1,1,0
3178,0,0,0,0,54100,47.99,115,1,1,1,1,1
3179,1,2,0,0,106324,57.26,40,0,3,0,1,0
3180,0,1,0,0,31458,45.44,128,1,2,0,0,1
3181,1,0,1,1,58068,50.8,174,0,1,1,0,1
3182,1,1,0,0,29701,56.09,22,3,2,0,1,0
3183,0,1,0,0,60650,53.33,127,2,1,1,1,0
3184,1,1,1,2,60481,53.14,31,0,1,0,0,0
3185,0,2,0,0,57124,51.13,64,1,1,1,1,0
3186,0,1,0,0,52756,47.58,79,0,1,1,1,0
3187,1,1,0,1,54490,52.64,161,4,1,1,1,0
3188,1,0,1,2,29695,56.34,82,4,2,0,0,0
3189,1,1,0,0,130954,52.97,138,4,4,1,1,0
3190,1,1,0,2,62032,48.38,128,0,1,1,0,0
3191,0,2,0,0,76637,53.65,9,2,0,0,1,1
3192,0,2,0,0,82641,54.54,95,1,0,1,1,0
3193,0,2,0,0,111567,55.53,88,1,3,0,1,1
3194,1,0,1,2,83564,57.21,62,1,0,0,0,1
3195,1,3,0,0,105074,54.09,137,0,3,1,1,1
3196,1,2,1,2,78276,60.89,128,0,0,0,0,1
3197,1,0,0,2,35248,47.02,62,0,2,1,0,1
3198,1,2,0,2,137507,52.57,140,0,4,1,0,1
3199,0,1,0,0,31388,46.02,162,3,2,0,0,0
3200,0,3,0,0,84003,50.57,42,2,0,1,0,0
3201,1,2,1,1,58820,52.48,21,2,1,0,0,1
3202,0,0,0,0,34776,47.48,227,1,2,0,1,1
3203,1,2,0,0,59268,50.92,170,2,1,1,1,1
3204,0,0,0,0,61278,53.16,78,2,1,1,1,1
3205,0,1,0,0,26918,49.52,129,2,2,0,1,0
3206,1,2,0,0,108842,51.26,64,4,3,0,0,0
3207,1,2,1,2,60422,52.91,61,2,1,1,0,1
3208,1,2,1,2,52540,50.15,76,1,1,1,0,1
3209,1,2,1,2,52620,49.32,100,0,1,1,0,1
3210,1,1,0,0,58560,49.88,188,3,1,1,1,0
3211,0,1,0,0,53019,51.18,184,1,1,0,1,0
3212,0,1,1,1,60667,53.55,95,1,1,0,0,1
3213,1,0,0,0,31165,47.22,123,3,2,0,1,0
3214,1,1,0,1,25919,45.79,125,3,2,0,1,0
3215,1,2,0,0,106016,55.12,174,0,3,1,1,0
3216,1,1,1,2,53092,49.75,70,1,1,1,0,1
3217,1,1,0,2,111876,50.9,92,0,3,0,0,0
3218,1,3,1,1,109013,53.02,9,1,3,0,1,1
3219,0,3,0,0,79337,53.75,161,4,0,1,1,1
3220,0,2,0,0,57972,49.77,105,4,1,1,1,1
3221,0,0,0,0,60113,49.94,23,2,1,1,1,0
3222,1,2,0,2,106415,59.26,13,1,3,0,0,0
3223,1,1,0,2,33637,46.63,34,2,2,1,0,0
3224,1,1,2,2,133147,52.76,88,4,4,1,0,1
3225,0,1,0,0,54550,49.58,123,0,1,1,1,0
3226,1,1,2,2,52814,50.77,78,0,1,0,0,1
3227,0,2,0,0,87161,52.73,87,1,0,0,1,1
3228,1,1,1,2,26012,51.8,74,2,2,0,0,0
3229,1,3,1,2,84512,54.51,165,4,0,0,0,1
3230,0,0,1,1,61488,50.1,172,0,1,1,0,1
3231,1,1,1,2,56599,50.87,169,2,1,0,0,1
3232,1,0,0,0,25900,49.77,53,2,2,1,1,0
3233,0,1,0,0,58170,50.92,82,4,1,0,1,0
3234,0,1,0,0,55112,52.72,1,1,1,1,1,0
3235,0,1,0,0,85723,50.24,131,0,0,1,1,0
3236,1,2,1,2,105476,57.6,55,1,3,0,0,1
3237,0,1,1,1,27398,50.7,123,0,2,0,0,0
3238,1,1,0,2,60238,48.76,170,1,1,1,0,1
3239,0,0,0,0,28925,45.21,99,1,2,1,1,0
3240,0,1,0,0,52472,48.85,161,1,1,1,1,0
3241,0,0,0,0,34262,48.89,212,1,2,1,1,1
3242,1,3,1,2,81848,53.94,62,2,0,0,0,1
3243,1,0,0,2,31059,53.49,169,3,2,0,0,0
3244,1,3,1,2,83923,55.3,117,1,0,0,0,1
3245,1,2,1,2,78674,52.76,131,1,0,0,0,1
3246,1,1,0,2,77930,55.34,114,1,0,0,0,0
3247,0,2,0,0,60280,49.02,9,3,1,1,1,0
3248,0,0,0,0,54827,47.75,109,3,1,0,0,0
3249,1,1,2,2,51052,48.02,149,3,1,0,0,1
3250,0,1,0,0,34761,50.5,101,0,2,0,1,0
3251,1,0,0,1,27802,45.05,228,1,2,0,0,0
3252,1,2,2,2,111377,54.12,98,0,3,1,0,1
3253,0,0,0,0,36327,51.01,85,0,2,0,1,1
3254,0,1,0,0,32176,47.25,30,1,2,1,1,0
3255,0,2,0,0,54509,49.6,62,1,1,1,1,0
3256,1,1,1,2,59708,49.27,208,2,1,1,0,1
3257,0,2,0,0,61366,53.73,47,0,1,0,1,1
3258,0,2,0,0,77674,51.66,101,0,0,0,1,1
3259,1,1,0,0,131003,53.04,7,0,4,0,1,1
3260,0,1,1,2,53028,50.25,168,0,1,0,0,1
3261,0,2,0,0,83894,54.75,63,1,0,1,1,1
3262,0,2,0,0,85567,51.14,104,1,0,0,1,1
3263,1,2,1,2,108232,58.91,113,1,3,0,0,1
3264,1,2,0,0,78862,62.14,30,0,0,0,1,1
3265,0,0,0,0,56947,51.67,125,2,1,1,1,1
3266,1,1,1,2,52333,49.48,68,2,1,1,0,1
3267,1,1,1,2,33416,50.08,141,1,2,0,0,0
3268,1,2,0,0,78665,50.08,154,1,0,1,1,1
3269,1,1,0,3,84403,50.13,96,0,0,0,0,0
3270,1,2,0,0,104571,53.71,211,1,3,0,1,1
3271,0,0,0,0,57088,50.66,65,2,1,0,1,1
3272,1,1,0,0,112804,56.97,165,0,3,0,1,0
3273,1,3,1,2,105252,55.63,99,4,3,0,0,1
3274,1,1,1,2,34489,56.73,113,3,2,0,0,0
3275,0,1,0,0,61916,51.35,0,1,1,1,1,0
3276,0,1,0,0,27541,46.67,120,0,2,0,1,0
3277,1,2,0,0,137206,54.51,154,0,4,0,1,1
3278,0,0,0,0,29707,47.92,164,0,2,1,1,0
3279,0,0,0,0,56943,48.65,31,1,1,0,1,0
3280,1,2,2,3,131183,56.15,132,4,4,1,0,1
3281,1,2,0,0,132151,54.45,95,0,4,1,1,0
3282,1,1,0,2,53967,48.15,201,3,1,1,0,0
3283,1,2,0,2,112557,52.36,19,0,3,1,0,0
3284,0,0,0,0,59318,48.33,44,1,1,1,1,1
3285,0,1,0,0,85758,59.48,63,1,0,0,1,0
3286,1,3,0,1,129836,52.11,92,4,4,0,0,0
3287,1,2,0,0,136560,52.26,192,4,4,1,0,1
3288,1,1,1,1,79382,54.61,150,4,0,1,0,1
3289,1,1,1,2,35266,53.97,50,0,2,0,0,0
3290,0,0,0,0,26175,48.88,74,3,2,0,1,0
3291,1,1,1,2,29652,55.96,47,1,2,0,0,0
3292,1,3,0,0,135755,51.54,212,4,4,0,1,1
3293,1,0,2,2,59622,51.11,84,2,1,0,0,1
3294,1,2,0,2,104679,50.49,24,1,3,0,0,0
3295,0,1,0,0,61004,52.66,142,0,1,1,1,0
3296,1,1,0,1,54600,52.84,83,1,1,1,1,0
3297,1,0,0,0,27362,47.35,200,3,2,1,1,0
3298,0,1,0,0,59425,51.98,209,2,1,1,1,0
3299,1,1,0,2,58494,48.86,100,2,1,0,0,1
3300,1,1,0,2,81831,50.16,209,1,0,1,0,0
3301,1,1,2,2,85826,57.73,82,2,0,0,0,1
3302,0,0,0,0,60555,49.04,51,2,1,1,0,1
3303,0,0,0,0,57695,50.12,216,3,1,0,1,0
3304,0,1,0,0,51775,52.23,80,1,1,0,1,1
3305,0,1,0,0,31350,54.79,198,0,2,0,1,1
3306,1,1,2,2,36029,47.34,88,0,2,0,0,1
3307,1,1,0,0,54206,52.85,172,1,1,1,1,0
3308,1,2,1,2,82893,56.34,146,0,0,0,0,1
3309,0,0,0,0,80367,52.51,177,1,0,0,1,1
3310,0,0,1,1,36282,50.23,101,3,2,1,0,0
3311,1,0,0,2,51271,48.44,93,0,1,1,0,0
3312,1,3,1,2,111535,55.33,7,0,3,1,0,1
3313,1,1,1,2,54635,49.81,101,0,1,1,0,1
3314,0,0,0,0,27876,47.57,24,1,2,0,1,0
3315,0,0,0,0,32901,50.58,55,2,2,1,1,1
3316,1,2,1,1,137284,56.64,173,4,4,1,1,1
3317,1,2,0,2,61163,48.7,165,2,1,0,0,0
3318,1,1,0,0,60655,48.82,50,2,1,1,1,0
3319,1,1,1,1,79107,54.37,144,0,0,0,0,1
3320,0,3,0,0,103019,51.53,159,1,3,0,1,0
3321,1,1,0,1,58014,47.81,99,2,1,1,0,1
3322,0,2,0,0,59441,53.08,129,0,1,1,1,0
3323,1,2,0,0,105769,59.11,70,4,3,0,0,1
3324,1,2,1,2,50925,49.45,13,1,1,1,0,1
3325,1,2,0,1,131578,56.83,66,0,4,1,1,0
3326,1,1,1,2,28990,49.28,65,1,2,1,0,0
3327,1,2,1,1,107877,54.98,195,0,3,1,1,1
3328,1,1,0,2,105403,51.73,69,4,3,1,0,0
3329,0,2,0,0,54479,52.21,103,2,1,1,1,1
3330,1,1,0,1,77158,49.6,82,4,0,1,0,1
3331,1,1,1,2,57637,52.15,164,0,1,1,0,1
3332,0,1,0,0,79439,53.27,54,0,0,1,1,0
3333,1,3,0,0,83126,51.79,34,0,0,0,1,1
3334,1,1,0,0,138246,56.09,72,4,4,0,1,1
3335,1,1,0,0,78238,58.29,91,0,0,0,1,0
3336,0,0,0,0,61403,53.18,119,2,1,0,1,0
3337,1,1,1,2,55693,49.66,210,0,1,0,0,1
3338,1,0,2,2,31151,47.99,115,3,2,1,0,0
3339,0,1,2,2,53987,50.96,78,1,1,1,0,0
3340,0,2,0,0,53285,51.96,132,1,1,1,1,0
3341,0,1,0,0,61226,52.25,160,2,1,1,1,0
3342,1,3,1,2,104782,53.35,167,0,3,1,0,1
3343,1,2,1,1,55145,51.86,0,0,1,0,0,1
3344,1,0,0,2,31523,46.56,11,1,2,1,0,0
3345,1,2,0,2,131918,52.54,125,0,4,0,0,0
3346,0,0,0,0,28866,47.56,76,3,2,1,1,0
3347,1,1,0,2,83507,51.02,94,0,0,0,0,0
3348,0,1,0,0,29532,45.44,188,1,2,1,0,0
3349,0,1,0,0,86576,49.71,80,2,0,0,0,0
3350,0,1,0,0,28298,49.93,6,4,2,0,1,0
3351,1,0,2,2,25766,46.03,13,1,2,1,0,0
3352,0,0,0,0,33581,48.16,15,2,2,0,1,0
3353,1,1,0,2,29825,46.59,153,2,2,1,0,0
3354,1,3,0,0,80510,52.71,198,2,0,0,1,1
3355,1,2,1,2,57805,52.86,60,1,1,1,0,1
3356,1,0,1,2,51562,52.3,24,0,1,1,0,1
3357,1,3,0,0,76743,53.01,65,1,0,1,1,0
3358,1,2,1,2,76792,52.76,107,4,0,1,0,1
3359,1,1,1,2,35468,55.65,166,4,2,0,0,1
3360,1,2,0,2,131495,52.54,24,4,4,1,0,0
3361,0,2,0,0,102757,54.29,191,1,3,0,1,1
3362,1,3,2,2,81728,54.96,52,2,0,0,0,1
3363,0,0,0,0,59009,48.98,130,0,1,1,1,1
3364,1,2,0,0,133866,52.43,197,4,4,1,0,0
3365,0,0,0,0,51832,47.92,74,1,1,1,1,1
3366,1,2,2,2,113344,52.44,159,4,3,0,0,1
3367,1,1,0,0,137065,55.35,61,4,4,0,1,1
3368,0,1,0,0,29912,49.58,82,3,2,1,1,0
3369,1,1,0,2,52678,48.42,171,0,1,0,0,0
3370,1,2,1,1,61017,52.94,165,0,1,0,0,1
3371,0,2,0,0,56374,48.53,83,0,1,1,0,1
3372,1,0,0,2,34851,54.73,79,0,2,0,0,0
3373,0,0,0,0,86368,52.32,141,4,0,0,1,1
3374,0,2,0,0,78686,50.09,169,1,0,0,0,0
3375,0,0,0,0,57022,51.36,210,1,1,0,1,0
3376,0,0,0,0,51560,50.72,0,0,1,1,1,0
3377,0,0,0,0,27757,49.82,19,3,2,1,1,0
3378,1,2,0,0,52773,52.22,173,1,1,1,1,1
3379,0,0,0,0,51998,48.81,137,0,1,1,1,0
3380,1,2,0,0,128043,51.86,94,4,4,1,1,0
3381,1,2,0,0,129188,54.82,212,4,4,1,1,0
3382,1,0,1,2,106425,52.08,101,0,3,1,0,1
3383,0,2,0,0,55496,50.27,53,3,1,0,1,1
3384,1,0,0,2,56711,48.32,146,3,1,1,0,1
3385,0,2,0,0,59240,51.86,185,3,1,0,1,1
3386,0,0,0,0,35247,48.54,5,0,2,1,1,0
3387,0,1,0,0,55159,53.9,89,0,1,0,1,1
3388,1,1,0,0,35834,47.84,107,1,2,1,1,0
3389,1,1,0,1,57425,48.93,127,0,1,0,0,0
3390,1,2,0,1,137014,56.2,42,4,4,0,1,0
3391,1,2,0,2,77918,57.26,41,1,0,0,0,1
3392,1,1,2,2,56918,52.09,49,0,1,0,0,1
3393,0,2,0,0,82389,53.92,29,1,0,1,1,0
3394,1,1,1,2,87287,54.57,97,0,0,0,0,1
3395,1,1,2,2,81253,60.29,201,0,0,0,0,1
3396,0,0,0,0,57993,51.82,41,3,1,1,1,0
3397,0,1,0,0,55763,50.83,50,0,1,1,1,0
3398,1,1,0,2,31579,45.87,96,3,2,0,0,0
3399,0,1,0,0,53795,51.84,56,2,1,1,1,0
3400,1,2,0,2,127886,58.97,141,0,4,0,0,0
3401,1,1,1,2,84024,54.87,135,1,0,1,0,1
3402,1,3,1,2,77832,53.04,155,1,0,1,0,1
3403,1,2,1,1,133962,56.28,156,4,4,0,1,1
3404,1,3,0,0,107107,58.34,105,0,3,0,1,1
3405,0,2,0,0,86073,51.87,48,1,0,0,1,1
3406,1,0,1,1,87404,51.04,86,1,0,1,1,1
3407,0,1,0,0,83625,49.91,99,1,0,0,0,1
